
Documento 1		TF		IDF		TF-IDF
desiccated  	1.0000	1.0000	0.0352	
blackberry  	1.3010	1.0000	0.0458	
leather     	1.0000	1.0000	0.0352	
charred     	1.0000	1.0000	0.0352	
wood        	1.0000	1.0000	0.0352	
mint        	1.0000	1.0000	0.0352	
nose        	1.0000	0.6990	0.0352	
full-bodied 	1.0000	1.0000	0.0352	
heavily     	1.0000	1.0000	0.0352	
oaked       	1.0000	1.0000	0.0352	
tinto       	1.0000	1.0000	0.0352	
fino        	1.0000	1.0000	0.0352	
clove       	1.0000	1.0000	0.0352	
woodspice   	1.0000	1.0000	0.0352	
sit         	1.0000	1.0000	0.0352	
top         	1.0000	1.0000	0.0352	
fruit       	1.0000	0.6990	0.0352	
hickory     	1.0000	1.0000	0.0352	
forceful    	1.0000	1.0000	0.0352	
oak-based   	1.0000	1.0000	0.0352	
rise        	1.0000	1.0000	0.0352	

Documento 9		TF		IDF		TF-IDF
pepper      	1.0000	0.5229	0.0329	
slightly    	1.0000	0.6990	0.0329	
cherry      	1.0000	0.6990	0.0329	
cigar       	1.0000	0.6990	0.0329	
box         	1.0000	0.6990	0.0329	
aromas      	1.0000	0.2218	0.0329	
palate      	1.0000	0.3010	0.0329	
plum        	1.0000	0.5229	0.0329	
approachable	1.0000	0.6990	0.0329	
note        	1.3010	0.5229	0.0428	
nose        	1.0000	0.6990	0.0329	
fruit       	1.0000	0.6990	0.0329	
red         	1.0000	0.6990	0.0329	
pervade     	1.0000	1.0000	0.0329	
menthol     	1.0000	1.0000	0.0329	
ride        	1.0000	1.0000	0.0329	
restrain    	1.0000	1.0000	0.0329	
entry       	1.0000	1.0000	0.0329	
open        	1.0000	1.0000	0.0329	
riper       	1.0000	1.0000	0.0329	
specked     	1.0000	1.0000	0.0329	
crushed     	1.0000	1.0000	0.0329	
blend       	1.0000	1.0000	0.0329	
merlot      	1.0000	1.0000	0.0329	
cabernet    	1.3010	1.0000	0.0428	
sauvignon   	1.0000	1.0000	0.0329	
franc       	1.0000	1.0000	0.0329	
ready       	1.0000	1.0000	0.0329	
enjoy       	1.0000	1.0000	0.0329	

Documento 10		TF		IDF		TF-IDF
a           	1.0000	0.0969	0.0405	
pepper      	1.0000	0.5229	0.0405	
offer       	1.0000	0.6990	0.0405	
black       	1.0000	0.6990	0.0405	
oak-driven  	1.0000	0.6990	0.0405	
aromas      	1.0000	0.2218	0.0405	
vanilla     	1.0000	0.6990	0.0405	
palate      	1.0000	0.3010	0.0405	
tart        	1.0000	0.6990	0.0405	
ripe        	1.0000	0.6990	0.0405	
note        	1.3010	0.5229	0.0527	
tobacco     	1.0000	0.6990	0.0405	
red         	1.0000	0.6990	0.0405	
dark        	1.0000	1.0000	0.0405	
berries     	1.0000	1.0000	0.0405	
mingle      	1.0000	1.0000	0.0405	
ample       	1.0000	1.0000	0.0405	
toasted     	1.0000	1.0000	0.0405	
dusty       	1.0000	1.0000	0.0405	
nature      	1.0000	1.0000	0.0405	
currant     	1.0000	1.0000	0.0405	
shine       	1.0000	1.0000	0.0405	
bite        	1.0000	1.0000	0.0405	
levity      	1.0000	1.0000	0.0405	

Matriz de similitud
0.0559	0.0086	0.0038	0.0049	0.0073	0.0038	0.0064	0.0000	0.0018	0.0056	
0.0086	0.0556	0.0051	0.0035	0.0029	0.0043	0.0079	0.0020	0.0073	0.0067	
0.0038	0.0051	0.0455	0.0014	0.0048	0.0097	0.0082	0.0069	0.0045	0.0092	
0.0049	0.0035	0.0014	0.0313	0.0033	0.0034	0.0028	0.0011	0.0010	0.0038	
0.0073	0.0029	0.0048	0.0033	0.0526	0.0041	0.0027	0.0000	0.0040	0.0070	
0.0038	0.0043	0.0097	0.0034	0.0041	0.0314	0.0077	0.0036	0.0034	0.0057	
0.0064	0.0079	0.0082	0.0028	0.0027	0.0077	0.0394	0.0032	0.0013	0.0037	
0.0000	0.0020	0.0069	0.0011	0.0000	0.0036	0.0032	0.0352	0.0038	0.0019	
0.0018	0.0073	0.0045	0.0010	0.0040	0.0034	0.0013	0.0038	0.0329	0.0076	
0.0056	0.0067	0.0092	0.0038	0.0070	0.0057	0.0037	0.0019	0.0076	0.0405	
