
Documento 1		TF		IDF		TF-IDF
a           	1.4771	0.0969	0.0826	
dry         	1.0000	0.6990	0.0559	
wine        	1.3010	0.5229	0.0728	
spicy       	1.0000	1.0000	0.0559	
tight       	1.0000	1.0000	0.0559	
taut        	1.0000	1.0000	0.0559	
texture     	1.0000	1.0000	0.0559	
strongly    	1.0000	1.0000	0.0559	
mineral     	1.0000	1.0000	0.0559	
character   	1.0000	0.6990	0.0559	
layered     	1.0000	1.0000	0.0559	
citrus      	1.0000	1.0000	0.0559	
pepper      	1.0000	0.5229	0.0559	
food        	1.0000	1.0000	0.0559	
crisp       	1.0000	1.0000	0.0559	
aftertaste  	1.0000	1.0000	0.0559	

Documento 2		TF		IDF		TF-IDF
a           	1.0000	0.0969	0.0556	
wine        	1.0000	0.5229	0.0556	
slightly    	1.0000	0.6990	0.0556	
reduce      	1.0000	1.0000	0.0556	
offer       	1.0000	0.6990	0.0556	
chalky      	1.0000	1.0000	0.0556	
tannic      	1.0000	0.6990	0.0556	
backbone    	1.0000	1.0000	0.0556	
juicy       	1.0000	0.6990	0.0556	
explosion   	1.0000	1.0000	0.0556	
rich        	1.0000	1.0000	0.0556	
black       	1.0000	0.6990	0.0556	
cherry      	1.0000	0.6990	0.0556	
accented    	1.0000	1.0000	0.0556	
firm        	1.0000	1.0000	0.0556	
oak         	1.0000	0.3979	0.0556	
cigar       	1.0000	0.6990	0.0556	
box         	1.0000	0.6990	0.0556	

Documento 3		TF		IDF		TF-IDF
a           	1.0000	0.0969	0.0455	
oak         	1.0000	0.3979	0.0455	
dominate    	1.0000	0.6990	0.0455	
oak-driven  	1.0000	0.6990	0.0455	
aromas      	1.0000	0.2218	0.0455	
include     	1.0000	1.0000	0.0455	
roasted     	1.0000	1.0000	0.0455	
coffee      	1.0000	1.0000	0.0455	
bean        	1.0000	1.0000	0.0455	
espresso    	1.0000	1.0000	0.0455	
coconut     	1.0000	1.0000	0.0455	
vanilla     	1.0000	0.6990	0.0455	
carry       	1.0000	0.6990	0.0455	
palate      	1.0000	0.3010	0.0455	
plum        	1.0000	0.5229	0.0455	
chocolate   	1.0000	1.0000	0.0455	
astringent  	1.0000	1.0000	0.0455	
drying      	1.0000	1.0000	0.0455	
tannins     	1.0000	1.0000	0.0455	
give        	1.0000	1.0000	0.0455	
abrupt      	1.0000	1.0000	0.0455	
finish      	1.0000	0.3979	0.0455	

Documento 4		TF		IDF		TF-IDF
a           	1.0000	0.0969	0.0313	
wine        	1.0000	0.5229	0.0313	
build       	1.0000	1.0000	0.0313	
150         	1.0000	1.0000	0.0313	
years       	1.0000	1.0000	0.0313	
generations 	1.0000	1.0000	0.0313	
winemaking  	1.0000	1.0000	0.0313	
tradition   	1.0000	1.0000	0.0313	
winery      	1.0000	1.0000	0.0313	
trends      	1.0000	1.0000	0.0313	
leaner      	1.0000	1.0000	0.0313	
style       	1.0000	1.0000	0.0313	
classic     	1.0000	1.0000	0.0313	
california  	1.0000	1.0000	0.0313	
buttercream 	1.0000	1.0000	0.0313	
aroma       	1.0000	1.0000	0.0313	
cut         	1.0000	1.0000	0.0313	
tart        	1.0000	0.6990	0.0313	
green       	1.0000	0.6990	0.0313	
apple       	1.0000	0.6990	0.0313	
good        	1.0000	0.6990	0.0313	
everyday    	1.0000	1.0000	0.0313	
sipping     	1.0000	1.0000	0.0313	
flavors     	1.0000	0.5229	0.0313	
range       	1.0000	1.0000	0.0313	
pear        	1.0000	1.0000	0.0313	
barely      	1.0000	1.0000	0.0313	
ripe        	1.0000	0.6990	0.0313	
pineapple   	1.0000	1.0000	0.0313	
prove       	1.0000	1.0000	0.0313	
approachable	1.0000	0.6990	0.0313	
distinctive 	1.0000	1.0000	0.0313	

Documento 5		TF		IDF		TF-IDF
a           	1.0000	0.0969	0.0526	
dry         	1.0000	0.6990	0.0526	
palate      	1.0000	0.3010	0.0526	
apple       	1.0000	0.6990	0.0526	
zesty       	1.0000	1.0000	0.0526	
orange      	1.0000	1.0000	0.0526	
peels       	1.0000	1.0000	0.0526	
note        	1.0000	0.5229	0.0526	
abound      	1.0000	1.0000	0.0526	
sprightly   	1.0000	1.0000	0.0526	
mineral-toned	1.0000	1.0000	0.0526	
riesling    	1.0000	1.0000	0.0526	
racy        	1.0000	1.0000	0.0526	
lean        	1.0000	1.0000	0.0526	
refreshing  	1.0000	1.0000	0.0526	
easy        	1.0000	1.0000	0.0526	
quaffer     	1.0000	1.0000	0.0526	
wide        	1.0000	1.0000	0.0526	
appeal      	1.0000	1.0000	0.0526	

Documento 6		TF		IDF		TF-IDF
a           	1.4771	0.0969	0.0463	
oak         	1.0000	0.3979	0.0314	
aromas      	1.0000	0.2218	0.0314	
palate      	1.0000	0.3010	0.0314	
plum        	1.3010	0.5229	0.0408	
finish      	1.0000	0.3979	0.0314	
green       	1.0000	0.6990	0.0314	
flavors     	1.0000	0.5229	0.0314	
bake        	1.0000	1.0000	0.0314	
molasses    	1.0000	1.0000	0.0314	
balsamic    	1.0000	1.0000	0.0314	
vinegar     	1.0000	1.0000	0.0314	
cheesy      	1.0000	1.0000	0.0314	
feed        	1.0000	1.0000	0.0314	
braced      	1.0000	1.0000	0.0314	
bolt        	1.0000	1.0000	0.0314	
acidity     	1.0000	1.0000	0.0314	
compact     	1.0000	1.0000	0.0314	
set         	1.0000	1.0000	0.0314	
saucy       	1.0000	1.0000	0.0314	
red-berry   	1.0000	1.0000	0.0314	
feature     	1.0000	1.0000	0.0314	
tobacco     	1.0000	0.6990	0.0314	
peppery     	1.0000	1.0000	0.0314	
accents     	1.0000	1.0000	0.0314	
mildly      	1.0000	1.0000	0.0314	
flavor      	1.0000	0.6990	0.0314	
respectable 	1.0000	1.0000	0.0314	
weight      	1.0000	1.0000	0.0314	
balance     	1.0000	1.0000	0.0314	

Documento 7		TF		IDF		TF-IDF
a           	1.3010	0.0969	0.0513	
character   	1.0000	0.6990	0.0394	
juicy       	1.0000	0.6990	0.0394	
oak         	1.3010	0.3979	0.0513	
aromas      	1.0000	0.2218	0.0394	
finish      	1.0000	0.3979	0.0394	
good        	1.0000	0.6990	0.0394	
flavor      	1.0000	0.6990	0.0394	
raw         	1.0000	1.0000	0.0394	
black-cherry	1.0000	1.0000	0.0394	
direct      	1.0000	1.0000	0.0394	
simple      	1.0000	1.0000	0.0394	
feel        	1.0000	1.0000	0.0394	
thickens    	1.0000	1.0000	0.0394	
time        	1.0000	1.0000	0.0394	
extract     	1.0000	1.0000	0.0394	
apparent    	1.0000	1.0000	0.0394	
profile     	1.0000	1.0000	0.0394	
drive       	1.0000	1.0000	0.0394	
dark-berry  	1.0000	1.0000	0.0394	
fruits      	1.0000	1.0000	0.0394	
smoldering  	1.0000	1.0000	0.0394	
meaty       	1.0000	1.0000	0.0394	
hot         	1.0000	1.0000	0.0394	

Documento 8		TF		IDF		TF-IDF
tannic      	1.0000	0.6990	0.0352	
dominate    	1.0000	0.6990	0.0352	
aromas      	1.3010	0.2218	0.0458	
carry       	1.0000	0.6990	0.0352	
finish      	1.0000	0.3979	0.0352	
flavors     	1.0000	0.5229	0.0352	
